i,timestamp,side,entry,R,hold_bars
4419,2025-04-04 01:39:00,short,82920.01,-0.7627037317455474,369
4459,2025-04-04 02:19:00,short,83138.0,-0.508874705398127,308
4497,2025-04-04 02:57:00,short,82870.0,-0.6946047600543086,256
4531,2025-04-04 03:31:00,short,82726.97,-0.887724099076444,235
4576,2025-04-04 04:16:00,short,82649.13,-0.961471918780598,177
4631,2025-04-04 05:11:00,short,82848.84,-0.9761512937481104,135
4672,2025-04-04 05:52:00,long,83118.69,0.8789923224030218,262
4738,2025-04-04 06:58:00,short,83068.9,-0.9790597255613225,48
4769,2025-04-04 07:29:00,long,83596.01,0.053469926786327296,167
4838,2025-04-04 08:38:00,long,84448.41,-0.8413864179068762,104
4869,2025-04-04 09:09:00,short,84281.58,0.10445980695083239,510
4926,2025-04-04 10:06:00,short,84378.04,0.22096822647583536,453
4957,2025-04-04 10:37:00,short,82975.85,0.05485589279623003,2881
4989,2025-04-04 11:09:00,short,82429.33,-0.12910351762898353,2881
5025,2025-04-04 11:45:00,short,81969.56,-0.9999999999999977,364
5057,2025-04-04 12:17:00,short,82426.98,-0.18807950540280827,2881
5088,2025-04-04 12:48:00,short,82565.99,-0.06249201579622243,2881
5119,2025-04-04 13:19:00,short,83012.0,0.12047777457982285,2881
5150,2025-04-04 13:50:00,short,82769.79,0.11946513466270228,2881
5186,2025-04-04 14:26:00,short,82842.71,0.10694306217589404,2881
5217,2025-04-04 14:57:00,short,82636.78,0.008369404433180525,2881
5258,2025-04-04 15:38:00,short,82816.01,0.059854737789480056,2881
5351,2025-04-04 17:11:00,long,83133.26,-0.45437803602247107,2865
5385,2025-04-04 17:45:00,long,84127.93,-0.8329496420978438,2832
5417,2025-04-04 18:17:00,short,83821.77,1.3761705179376655,2881
5540,2025-04-04 20:20:00,short,83594.33,0.0,1653
5631,2025-04-04 21:51:00,long,84254.29,-0.9803942196175786,170
5685,2025-04-04 22:45:00,short,84044.84,0.11216179143372748,141
5716,2025-04-04 23:16:00,short,83789.95,0.0,100
5769,2025-04-05 00:09:00,short,83679.05,-0.6126341657606709,57
5800,2025-04-05 00:40:00,short,83492.0,-1.000000000000006,26
5854,2025-04-05 01:34:00,short,84166.0,0.9759319886885414,1322
5885,2025-04-05 02:05:00,short,83922.3,0.8292211419722929,1262
5944,2025-04-05 03:04:00,short,83880.97,0.0,418
6012,2025-04-05 04:12:00,long,83785.18,-0.8226896435208269,505
6045,2025-04-05 04:45:00,long,83711.0,-0.6926465125329557,117
6081,2025-04-05 05:21:00,long,83849.97,-0.9999327920856053,81
6112,2025-04-05 05:52:00,short,83690.0,0.0,200
6151,2025-04-05 06:31:00,short,83577.9,0.0,94
6182,2025-04-05 07:02:00,short,83473.97,-0.8579619086773296,178
6223,2025-04-05 07:43:00,long,83456.41,0.076730759576247,234
6257,2025-04-05 08:17:00,short,83478.09,-0.9829302847248191,105
6288,2025-04-05 08:48:00,short,83552.47,0.5701532177163824,859
6319,2025-04-05 09:19:00,short,83704.12,3.0,383
6370,2025-04-05 10:10:00,short,83788.3,3.0,212
6407,2025-04-05 10:47:00,short,83586.55,3.0,295
6438,2025-04-05 11:18:00,short,83658.53,3.0,144
6469,2025-04-05 11:49:00,short,83512.27,3.0,233
6508,2025-04-05 12:28:00,short,83420.02,0.5218634854205828,639
6539,2025-04-05 12:59:00,short,83281.41,0.06058218163209122,608
6570,2025-04-05 13:30:00,short,82856.6,-0.5669042171133591,623
6601,2025-04-05 14:01:00,short,82852.0,-0.6389447727401661,682
6660,2025-04-05 15:00:00,short,82907.18,0.0,150
6691,2025-04-05 15:31:00,short,82701.58,-0.7522254864534078,456
6722,2025-04-05 16:02:00,short,82650.96,-0.9569512321929831,471
6753,2025-04-05 16:33:00,short,82724.0,-0.916792717164994,439
6820,2025-04-05 17:40:00,short,82882.04,-0.8150516332670883,370
6863,2025-04-05 18:23:00,short,82969.56,-0.6992664409562112,330
6920,2025-04-05 19:20:00,short,83039.89,-0.51508166887259,270
6951,2025-04-05 19:51:00,short,82787.41,-0.9999999999999939,225
7001,2025-04-05 20:41:00,short,82833.0,-0.9999999999999952,192
7033,2025-04-05 21:13:00,short,83098.44,3.0,1249
7076,2025-04-05 21:56:00,short,82946.46,3.0,1209
7150,2025-04-05 23:10:00,long,83182.81,0.0,450
7195,2025-04-05 23:55:00,long,83546.28,-0.6827634825520308,424
7226,2025-04-06 00:26:00,short,83514.69,3.0,1039
7288,2025-04-06 01:28:00,short,83594.0,3.0,917
7319,2025-04-06 01:59:00,short,83428.97,3.0,915
7364,2025-04-06 02:44:00,short,83365.33,3.0,838
7395,2025-04-06 03:15:00,short,83345.61,3.0,613
7426,2025-04-06 03:46:00,short,83280.02,3.0,792
7458,2025-04-06 04:18:00,short,83323.54,3.0,774
7504,2025-04-06 05:04:00,short,83499.99,3.0,515
7536,2025-04-06 05:36:00,short,83411.12,3.0,483
7570,2025-04-06 06:10:00,short,83385.99,3.0,455
7601,2025-04-06 06:41:00,short,83180.21,3.0,432
7639,2025-04-06 07:19:00,short,83146.21,0.0,138
7680,2025-04-06 08:00:00,short,82970.86,0.0,247
7733,2025-04-06 08:53:00,short,83010.04,3.0,520
7801,2025-04-06 10:01:00,short,83062.21,3.0,422
7832,2025-04-06 10:32:00,short,82842.64,3.0,433
7874,2025-04-06 11:14:00,short,82752.63,0.0,216
7924,2025-04-06 12:04:00,short,82941.99,3.0,339
7955,2025-04-06 12:35:00,short,82727.27,3.0,327
8003,2025-04-06 13:23:00,short,82632.72,3.0,285
8035,2025-04-06 13:55:00,short,82355.11,3.0,285
8067,2025-04-06 14:27:00,short,82434.38,3.0,263
8102,2025-04-06 15:02:00,short,82725.24,3.0,199
8133,2025-04-06 15:33:00,short,82526.14,3.0,191
8164,2025-04-06 16:04:00,short,82443.67,3.0,136
8195,2025-04-06 16:35:00,short,82334.0,3.0,114
8226,2025-04-06 17:06:00,short,81872.0,3.0,337
8262,2025-04-06 17:42:00,short,81294.0,3.0,654
8293,2025-04-06 18:13:00,short,80424.12,1.0209870223721116,1183
8328,2025-04-06 18:48:00,short,79175.4,0.19624615489343983,1152
8359,2025-04-06 19:19:00,short,79773.13,0.2151377450924982,1131
8390,2025-04-06 19:50:00,short,79152.27,0.38186049232730107,1086
8423,2025-04-06 20:23:00,short,79466.61,0.7122141245054788,1053
8454,2025-04-06 20:54:00,short,78835.5,0.30537889792226375,1022
8485,2025-04-06 21:25:00,short,79401.18,0.3960508516556817,992
8517,2025-04-06 21:57:00,short,78904.53,0.0,201
8548,2025-04-06 22:28:00,short,79040.0,0.2820034358154097,929
8579,2025-04-06 22:59:00,short,78063.66,0.005281992161588486,897
8610,2025-04-06 23:30:00,short,77542.92,0.0,780
8642,2025-04-07 00:02:00,short,78268.0,0.07722533071298439,834
8684,2025-04-07 00:44:00,short,77942.93,0.0,792
8718,2025-04-07 01:18:00,short,78988.87,0.3944395561945977,758
8749,2025-04-07 01:49:00,short,78924.54,0.375550241795367,727
8780,2025-04-07 02:20:00,short,78886.19,0.4868718465817447,696
8811,2025-04-07 02:51:00,short,78700.39,0.47790587481488617,665
8842,2025-04-07 03:22:00,short,78302.17,0.2687835050572096,634
8873,2025-04-07 03:53:00,short,77460.0,0.0,400
8904,2025-04-07 04:24:00,short,77400.01,0.0,354
8939,2025-04-07 04:59:00,short,76989.92,0.0,316
8977,2025-04-07 05:37:00,short,77064.73,0.0,278
9008,2025-04-07 06:08:00,short,77034.75,0.0,247
9039,2025-04-07 06:39:00,short,75267.23,-0.9116427865268679,437
9070,2025-04-07 07:10:00,short,75010.05,-0.9784059565459969,420
9101,2025-04-07 07:41:00,short,75378.0,-0.9031144908801604,379
9132,2025-04-07 08:12:00,short,75446.16,-1.000000000000001,346
9169,2025-04-07 08:49:00,short,76554.48,-0.7656218686119707,322
9200,2025-04-07 09:20:00,short,75964.89,-0.9674687141692168,280
9231,2025-04-07 09:51:00,short,76607.12,-0.8128363666415374,249
9262,2025-04-07 10:22:00,short,77338.37,-0.6800349136346991,229
9293,2025-04-07 10:53:00,short,76982.7,-0.8224591382192598,198
9326,2025-04-07 11:26:00,short,76980.42,-0.7949125569664167,164
9357,2025-04-07 11:57:00,short,76709.23,-0.9363382882225115,133
9391,2025-04-07 12:31:00,long,77356.0,0.35403376645896895,1602
9422,2025-04-07 13:02:00,short,77203.68,-0.6548485903405373,69
9453,2025-04-07 13:33:00,short,77060.59,-0.7158057103478391,38
9487,2025-04-07 14:07:00,short,78173.93,0.0,2874
9518,2025-04-07 14:38:00,short,78210.8,0.06569081222462472,2881
9552,2025-04-07 15:12:00,short,78556.0,0.15430789841839493,2881
9583,2025-04-07 15:43:00,short,78882.2,0.3170770814997967,2881
9614,2025-04-07 16:14:00,short,78281.82,0.11913999498673493,2881
9654,2025-04-07 16:54:00,short,77860.01,0.0,2318
9685,2025-04-07 17:25:00,short,78397.22,0.0,2857
9734,2025-04-07 18:14:00,short,78826.09,0.1400619498204251,2803
9765,2025-04-07 18:45:00,short,78725.43,0.22613586360640778,2595
9812,2025-04-07 19:32:00,short,78667.62,0.31659705816921246,2153
9843,2025-04-07 20:03:00,short,78380.0,0.27131942683234783,2111
9887,2025-04-07 20:47:00,long,79061.8,0.0,687
9918,2025-04-07 21:18:00,long,79202.33,0.0,157
9950,2025-04-07 21:50:00,long,79340.76,0.0,112
10035,2025-04-07 23:15:00,short,79684.65,-0.6121528639625209,146
10084,2025-04-08 00:04:00,short,79274.05,-0.7929227149284989,97
10115,2025-04-08 00:35:00,short,79280.0,-0.8297113252973811,66
10146,2025-04-08 01:06:00,short,79019.9,-0.9890145704182628,49
10184,2025-04-08 01:44:00,long,80419.43,-0.9011782755896446,804
10231,2025-04-08 02:31:00,short,80359.99,1.6267809111229536,1660
10262,2025-04-08 03:02:00,short,80029.99,0.0,538
10293,2025-04-08 03:33:00,short,80126.81,0.022991837085662898,507
10324,2025-04-08 04:04:00,short,79874.01,0.0,468
10360,2025-04-08 04:40:00,short,80322.01,0.442949048516735,438
10391,2025-04-08 05:11:00,short,79867.91,0.0,401
10422,2025-04-08 05:42:00,short,79686.01,0.0,355
10453,2025-04-08 06:13:00,short,79528.0,-0.45626775478111214,347
10484,2025-04-08 06:44:00,short,79533.99,-0.41844367376054714,316
10544,2025-04-08 07:44:00,short,79471.68,-0.4846998399277251,256
10575,2025-04-08 08:15:00,short,79091.99,-0.8001381555593094,225
10606,2025-04-08 08:46:00,short,79144.09,-0.745992452424035,194
10650,2025-04-08 09:30:00,short,78918.0,-0.936980434825877,150
10753,2025-04-08 11:13:00,long,79119.91,0.0,215
10825,2025-04-08 12:25:00,short,79825.0,1.6285413177472667,1057
10904,2025-04-08 13:44:00,short,79784.12,0.6951039316307458,1061
10951,2025-04-08 14:31:00,short,79422.18,0.479710163056723,1021
10982,2025-04-08 15:02:00,short,78769.46,0.5296426412416713,960
11058,2025-04-08 16:18:00,short,78016.04,0.4751895251499071,833
11111,2025-04-08 17:11:00,short,77027.56,0.0,780
11157,2025-04-08 17:57:00,short,77391.3,0.0,785
11192,2025-04-08 18:32:00,short,77619.9,0.0,762
11223,2025-04-08 19:03:00,short,77248.0,0.012230806930539417,671
11257,2025-04-08 19:37:00,short,76402.01,0.0,541
11290,2025-04-08 20:10:00,short,76855.99,0.0,517
11373,2025-04-08 21:33:00,short,76920.0,0.0,508
11404,2025-04-08 22:04:00,short,76700.0,0.0,139
11464,2025-04-08 23:04:00,short,76627.65,0.0,342
11529,2025-04-09 00:09:00,short,76225.31,0.0,111
11589,2025-04-09 01:09:00,short,75814.48,-0.618599294779703,302
11667,2025-04-09 02:27:00,short,75879.23,-0.7092460959134782,693
11743,2025-04-09 03:43:00,short,75311.98,-0.8708327319959595,148
11819,2025-04-09 04:59:00,short,76416.34,-0.8685241810127824,740
11868,2025-04-09 05:48:00,short,76479.99,-1.000000000000003,669
11899,2025-04-09 06:19:00,short,77035.08,0.0,407
11937,2025-04-09 06:57:00,short,76862.83,-0.9065287540212164,600
11971,2025-04-09 07:31:00,short,77832.46,0.0,389
12004,2025-04-09 08:04:00,short,77605.75,0.0,335
12042,2025-04-09 08:42:00,short,77159.91,0.0,289
12077,2025-04-09 09:17:00,short,77241.12,0.0,254
12120,2025-04-09 10:00:00,long,77514.23,-1.0000000000000024,62
12151,2025-04-09 10:31:00,short,77170.01,0.0,180
12182,2025-04-09 11:02:00,short,76258.0,-1.0000000000000027,355
12213,2025-04-09 11:33:00,short,76219.99,-0.9453586570435559,348
12244,2025-04-09 12:04:00,short,76295.74,-0.9415913928773578,316
12275,2025-04-09 12:35:00,short,76143.92,-0.9909329849021546,284
12317,2025-04-09 13:17:00,long,77023.36,1.4802570384645715,1465
12350,2025-04-09 13:50:00,short,77380.8,-0.863191128528562,214
12381,2025-04-09 14:21:00,long,77514.86,0.31701248217392053,1527
12412,2025-04-09 14:52:00,short,77028.02,-0.9533029545441115,151
12443,2025-04-09 15:23:00,short,77427.17,-0.8619439475782813,119
12476,2025-04-09 15:56:00,long,77140.0,1.8645011289303581,1301
12507,2025-04-09 16:27:00,long,77706.08,3.0,273
12538,2025-04-09 16:58:00,long,78206.8,1.6021503739560377,1239
12569,2025-04-09 17:29:00,long,80820.66,-0.4569126429575072,1352
12759,2025-04-09 20:39:00,long,82540.01,-0.6142976275819932,1018
12817,2025-04-09 21:37:00,short,83039.79,0.620575751684817,2068
12876,2025-04-09 22:36:00,short,83157.93,0.9947881314845427,1890
13050,2025-04-10 01:30:00,long,82389.99,-0.8787693856183493,727
13110,2025-04-10 02:30:00,short,82401.6,3.0,787
13146,2025-04-10 03:06:00,short,81957.96,3.0,758
13177,2025-04-10 03:37:00,short,81620.0,0.7380804459466122,1368
13208,2025-04-10 04:08:00,long,81768.0,-0.533992327547732,569
13252,2025-04-10 04:52:00,long,81942.72,-0.6533318417244274,162
13315,2025-04-10 05:55:00,short,82156.85,0.0,395
13349,2025-04-10 06:29:00,short,82077.64,0.0,222
13380,2025-04-10 07:00:00,short,82188.81,0.0,330
13411,2025-04-10 07:31:00,short,81549.48,0.0,423
13442,2025-04-10 08:02:00,short,81578.88,0.7160361605343337,1103
13473,2025-04-10 08:33:00,short,81536.0,0.6990333467468287,1072
13508,2025-04-10 09:08:00,short,81372.96,0.7405475184568636,1036
13546,2025-04-10 09:46:00,short,81869.57,1.0644558161102144,999
13579,2025-04-10 10:19:00,short,81925.71,1.1078483830586903,966
13625,2025-04-10 11:05:00,short,81629.9,0.0,211
13684,2025-04-10 12:04:00,short,81814.75,1.0442244056406769,861
13729,2025-04-10 12:49:00,short,81629.11,0.0480673597659881,1156
13761,2025-04-10 13:21:00,short,81895.43,0.362584828603702,1005
13792,2025-04-10 13:52:00,short,81214.97,0.0,1014
13823,2025-04-10 14:23:00,short,81400.89,0.0,1042
13854,2025-04-10 14:54:00,short,81470.74,0.0,1031
13885,2025-04-10 15:25:00,short,80374.01,0.0,633
13916,2025-04-10 15:56:00,short,78810.02,-0.970943742250106,1049
13947,2025-04-10 16:27:00,short,78768.47,-0.9815917588270169,1072
13978,2025-04-10 16:58:00,long,79514.06,1.6226005356181017,2881
14009,2025-04-10 17:29:00,short,79182.0,-0.9547336237805951,962
14049,2025-04-10 18:09:00,short,79408.01,-0.8558725615011727,836
14087,2025-04-10 18:47:00,short,79508.86,-0.7927728311457896,719
14179,2025-04-10 20:19:00,short,79760.0,-0.6207460164887569,474
14290,2025-04-10 22:10:00,short,79720.5,0.0,202
14352,2025-04-10 23:12:00,short,79490.05,-0.9399277454592022,160
14394,2025-04-10 23:54:00,short,79656.0,-0.8436155784467526,151
14431,2025-04-11 00:31:00,short,79466.45,-0.7946696739402522,114
14464,2025-04-11 01:04:00,short,79086.95,-0.9999999999999981,81
14532,2025-04-11 02:12:00,long,80203.85,3.0,2180
14563,2025-04-11 02:43:00,short,80442.01,-0.9031163274889259,402
14615,2025-04-11 03:35:00,short,80561.3,-0.9642944820714322,270
14648,2025-04-11 04:08:00,short,80816.92,-0.73675560711523,237
14679,2025-04-11 04:39:00,short,80805.99,-0.7337707843560566,206
14710,2025-04-11 05:10:00,short,80623.3,-0.9494799034700783,175
14745,2025-04-11 05:45:00,short,80691.28,-0.9955099028170882,140
14781,2025-04-11 06:21:00,short,81099.84,-0.7760167615371804,184
14812,2025-04-11 06:52:00,short,81109.37,-0.7540159612662488,153
14843,2025-04-11 07:23:00,short,80972.1,-0.8982023745845308,120
14881,2025-04-11 08:01:00,short,80851.68,-0.9999999999999948,86
14912,2025-04-11 08:32:00,short,81338.05,-0.9634828969282443,545
14943,2025-04-11 09:03:00,short,81542.48,-0.945640811206358,91
14986,2025-04-11 09:46:00,short,82182.2,-0.7918255632326325,471
15047,2025-04-11 10:47:00,short,82575.49,0.0,290
15087,2025-04-11 11:27:00,short,82304.35,0.0,243
15193,2025-04-11 13:13:00,short,81886.33,-1.000000000000004,264
15243,2025-04-11 14:03:00,short,82445.98,-0.7677328485026497,1460
15274,2025-04-11 14:34:00,short,81882.04,-0.9702412306955613,1438
15325,2025-04-11 15:25:00,short,82106.0,-0.9678059581100577,357
15373,2025-04-11 16:13:00,short,82332.08,-0.8620603536697867,97
15462,2025-04-11 17:42:00,long,83769.99,0.08860933092280593,2640
15508,2025-04-11 18:28:00,short,83981.61,-0.5181678964221036,1204
15569,2025-04-11 19:29:00,short,83764.83,0.0,734
15696,2025-04-11 21:36:00,short,83680.84,0.0,528
15740,2025-04-11 22:20:00,short,83530.96,0.0,471
15844,2025-04-12 00:04:00,short,83344.13,0.0,267
15876,2025-04-12 00:36:00,short,83470.71,-0.3674137917930154,450
15908,2025-04-12 01:08:00,short,83376.63,-0.389343631982759,336
15939,2025-04-12 01:39:00,short,83253.25,0.0,172
16008,2025-04-12 02:48:00,short,83050.0,-0.6565707097302538,199
16039,2025-04-12 03:19:00,short,82976.18,-0.8403144724796561,185
16071,2025-04-12 03:51:00,long,83056.61,3.0,641
16102,2025-04-12 04:22:00,short,83018.52,-0.9999999999999898,122
16135,2025-04-12 04:55:00,short,83288.7,-0.9583832134445117,531
16184,2025-04-12 05:44:00,short,83384.81,-0.8893281695444079,478
16228,2025-04-12 06:28:00,short,83616.12,-0.4782877284785,371
16259,2025-04-12 06:59:00,short,83567.42,-0.6877111917896513,403
16292,2025-04-12 07:32:00,short,83588.43,-0.7071313433240131,371
16323,2025-04-12 08:03:00,short,83800.37,-0.4761681453691958,340
16354,2025-04-12 08:34:00,short,83565.99,-0.7476372603719824,312
16393,2025-04-12 09:13:00,short,83496.72,-0.7886191565937041,270
16450,2025-04-12 10:10:00,short,83528.84,-0.70377594517201,179
16484,2025-04-12 10:44:00,short,83328.98,-0.9999999999999876,102
16535,2025-04-12 11:35:00,short,83491.63,-0.8897983214108558,64
16582,2025-04-12 12:22:00,long,83719.95,0.0,60
16613,2025-04-12 12:53:00,short,83739.64,-0.9867720215064548,62
16646,2025-04-12 13:26:00,short,83709.69,-0.9999999999999951,58
16691,2025-04-12 14:11:00,short,84574.17,0.0,2049
16730,2025-04-12 14:50:00,short,84722.77,0.0,1590
16761,2025-04-12 15:21:00,long,85060.26,-0.4502060763949224,1002
16804,2025-04-12 16:04:00,short,85163.78,-0.490106365579357,279
16835,2025-04-12 16:35:00,short,84822.0,-0.6477214605829262,243
16866,2025-04-12 17:06:00,short,84667.12,-0.7594592832017494,207
16908,2025-04-12 17:48:00,short,84769.32,-0.9610291384106383,173
16957,2025-04-12 18:37:00,short,84926.84,-0.9762646573566677,116
16988,2025-04-12 19:08:00,short,85062.43,-0.9759282041576303,93
17080,2025-04-12 20:40:00,long,85603.77,-0.7438505016695871,348
17111,2025-04-12 21:11:00,short,85358.0,0.3329158395789684,1209
17220,2025-04-12 23:00:00,short,85372.1,-0.5383134354371549,134
17306,2025-04-13 00:26:00,short,85218.14,-0.7979772135071886,45
17389,2025-04-13 01:49:00,short,85425.6,0.26653999255743227,1353
17439,2025-04-13 02:39:00,short,84923.24,0.0,881
17505,2025-04-13 03:45:00,short,85509.03,0.6797415180310568,814
17536,2025-04-13 04:16:00,short,84990.57,0.3083389038883911,783
17567,2025-04-13 04:47:00,short,84798.0,0.07808518694121927,752
17621,2025-04-13 05:41:00,short,84663.56,0.0,698
17688,2025-04-13 06:48:00,short,84753.71,0.0505415702758421,631
17745,2025-04-13 07:45:00,short,84509.0,-0.6317257061554763,120
17778,2025-04-13 08:18:00,short,84466.58,0.0,531
17836,2025-04-13 09:16:00,short,84550.38,0.0,483
17891,2025-04-13 10:11:00,short,84788.5,0.10434477462401319,428
17922,2025-04-13 10:42:00,short,84661.83,0.0,397
17953,2025-04-13 11:13:00,short,84718.49,0.019629357105166795,366
17984,2025-04-13 11:44:00,short,84451.64,0.0,324
18017,2025-04-13 12:17:00,short,84643.03,0.0,302
18048,2025-04-13 12:48:00,short,84330.19,0.0,217
18080,2025-04-13 13:20:00,short,84350.0,0.0,224
18111,2025-04-13 13:51:00,short,83688.67,-0.8524902882393702,209
18142,2025-04-13 14:22:00,short,83746.67,-0.6520133828213148,598
18174,2025-04-13 14:54:00,short,84029.99,0.0,558
18207,2025-04-13 15:27:00,short,83814.02,-0.8714513209244723,113
18245,2025-04-13 16:05:00,short,84015.04,0.0,225
18282,2025-04-13 16:42:00,short,84200.0,0.0,209
18313,2025-04-13 17:13:00,short,84520.11,0.0,427
18344,2025-04-13 17:44:00,long,84843.75,-0.9371885741308854,116
18375,2025-04-13 18:15:00,short,84717.46,0.1072744802532466,365
18418,2025-04-13 18:58:00,short,84710.38,0.11580443903556752,322
